artist_id,artist_name,total_followers,genres,popularity
19POcrtA9EM2Bvlgf19VPu,Brian Pepito,473,"['bisaya rap', 'vispop']",42
1IFBgp2dkXquUYSNEY6hK7,Soulthrll,8428,"['bisaya rap', 'pinoy hip hop', 'pinoy trap', 'tagalog rap']",53
27CDb3SwK4OdTI0YrGR9vH,Tanya Manalang,1184,[],40
5TnQc2N1iKlFjYD7CPGvFc,DAY6,2205604,"['k-pop', 'k-pop boy group']",76
4YXNoMVTHRt01jYaKXTumJ,Raiden,28054,['korean electronic'],63
76BiSFOr2qBMR7TtLxOG5o,Gian Magdangal,608,[],35
5RmQ8k4l3HZ8JoPb4mNsML,Agust D,4733424,['k-rap'],73
7f4ignuCJhLXfZ9giKT7rH,NCT 127,4011163,"['k-pop', 'k-pop boy group']",76
1XLWox9w1Yvbodui0SRhUQ,StaySolidRocky,147409,['melodic rap'],71
6kyw9sh7ryjy1GQdPYH3Yd,Juan Caoile,62784,"['pinoy hip hop', 'tagalog rap']",51
52gTrzyF0DyfkFl1DQz9Oq,Music Hero,75759,['opm'],57
6sFHvCyqklnJpXC9Nh1aag,Alexander 23,181462,"['alt z', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop', 'social media pop']",74
4ufh0WuMZh6y4Dmdnklvdl,BAEKHYUN,1897352,['k-pop'],74
0imE3buPhAowREqCrr4CYe,Peach Tree Rascals,167032,"['alternative r&b', 'chill r&b', 'indie r&b', 'pop']",69
7uDdl5V5AETSFY7K3muu22,Arthur Nery,141450,"['opm', 'pinoy indie']",62
19vSzy8s8Vc04MWTqExkLN,Ajay Stephens,15493,[],44
1slszTGbkp1uNnI6G5uD0X,BANG YE DAM,122897,[],50
56mfhUDKa1vec6rSLZV5Eg,Jawsh 685,91590,['nz pop'],77
7vPGzgDg3qGUY5bWtrO3K4,Conkarah,65405,['jawaiian'],63
3f0X043zSojego7Qn4Yi6U,Ace Banzuelo,8896,"['opm', 'pinoy indie', 'pinoy r&b', 'tagalog rap']",46
0u6GtibW46tFX7koQ6uNJZ,Topic,139740,"['dance pop', 'edm', 'german dance', 'pop dance', 'pop edm', 'tropical house']",84
7Dhd8nNMvFdye1R3Y8wE6C,Lil Vinceyy,7934,['pinoy hip hop'],46
7nqOGRxlXj7N2JYbgNEjYH,SEVENTEEN,5210870,"['k-pop', 'k-pop boy group']",78
2dIgFjalVxs4ThymZ67YCE,Stray Kids,4562910,"['k-pop', 'k-pop boy group']",81
7bmYpVgQub656uNTu6qGNQ,Hwa Sa,1689126,"['k-pop', 'korean mask singer']",69
3JDG63cSaK3xgDnB2H55Xp,Audrey Mika,163542,"['alt z', 'chill r&b']",68
2M4mQMnLHQQXsFsRmTTqsR,Jana Garcia,741,['pinoy singer-songwriter'],40
0NIPkIjTV8mB795yEIiPYL,Wallows,1862369,"['indie pop', 'modern rock', 'pop', 'rock']",78
6bwp9ObI8FWvMPCIWVBmhl,Red Velvet - IRENE & SEULGI,308041,['k-pop'],62
36cIRruPdUPW82OmPWVUQ7,Michael Bars,2850,[],32
6741jcSlgsv0M3B4ruIPS5,EXO-SC,846067,"['k-pop', 'k-pop boy group']",57
2JbE7jUIGtpXSzytnyMg6U,Curtis Waters,65897,[],67
5ENj57ble0bsG2s6C0vVkc,Alessandra De Rossi,1634,[],38
2IDLDx25HU1nQMKde4n61a,Rich Brian,1791728,['indonesian hip hop'],73
5GoU6Zkbt3w10nTYq6vBQh,Twenty-Nine Eleven,11318,['opm'],39
2LIk90788K0zvyj2JJVwkJ,Jack Harlow,881311,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",84
4Uc8Dsxct0oMqx0P6i60ea,Conan Gray,3294157,"['alt z', 'bedroom pop', 'electropop', 'indie pop', 'pop', 'post-teen pop']",84
3KonOYiLsU53m4yT7gNotP,TREASURE,804173,['k-pop'],69
4BBN286rBKyCWsSPq2cxYO,Sam Kim,253683,"['chill r&b', 'k-pop', 'korean pop', 'korean r&b']",63
1KP6TWI40m7p3QBTU6u2xo,BØRNS,1003519,"['modern alternative rock', 'modern rock', 'pop']",75
6iWghHqk07KYuZWB21Ff4i,Jem Macatuno,11770,[],47
4slXciON4jYY6mqE9LjSFx,Bandang Lapis,127874,['opm'],60
45dkTj5sMRSjrmBSBeiHym,Tate McRae,1436696,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",85
6fWVd57NKTalqvmjRd2t8Z,24kGoldn,1068192,['cali rap'],87
0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,5571051,['brooklyn drill'],93
0ZVAv3drBuIRSc88ATH6UK,DJ Noiz,55985,"['dubsteppe', 'nz hip hop', 'polynesian pop']",54
3Q2ya2vGeOhQ9CaF9wWNP6,Shane Filan,112095,['irish pop'],60
6DiAVYfSzZi8h1fGuTD6LI,Jimmy Bondoc,326008,['opm'],53
6DgP9otnZw5z6daOntINxp,Joel Corry,184565,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk dance']",85
1W7FNibLa0O0b572tB2w7t,Pink Sweat$,772387,"['bedroom soul', 'pop']",80
3QJUFtGBGL05vo0kCJZsmT,salem ilese,122382,"['alt z', 'modern indie pop', 'social media pop']",72
3wVXTWabe3viT0jF7DfjOL,Vedo,241993,"['chill r&b', 'pop r&b', 'r&b']",72
3hB5x7E5sQzBHuG3xiqmUC,Logan Harris,3853,[],0
5R4HkjoZdxW3ZoVGC0e0qD,Julian Sean,9977,['opm'],47
3ID2V4b0oGSEbwPENAsdbG,Gagong Rapper,3365,['tagalog rap'],39
6MPCFvOQv5cIGfw3jODMF0,Internet Money,318651,"['pop rap', 'rap', 'trap']",84
021sXp6RH5MQCCp2hmal6q,Jom,23228,"['opm', 'pinoy r&b']",53
3V0ZQW0dNuVaFtbVYgSI24,Claire Rosinkranz,125120,['modern indie pop'],69
7MPGCB854Qo4alYMOPkBka,Ritt Momney,95487,['bedroom pop'],74
7dFzqx2qyelGPiBKmdSEOT,Rob Deniel,36731,['pinoy indie'],57
543f0NvGig5Moo9XROTUur,Ebe Dancel,101336,"['opm', 'pinoy rock']",54
2C9n4tQgNLhHPhSCmdsQnk,David Archuleta,415262,"['dance pop', 'idol', 'lds youth', 'neo mellow', 'post-teen pop', 'viral pop']",63
3l0CmX0FuQjFxr8SK7Vqag,Clairo,2533159,"['bedroom pop', 'pop']",83
3paGCCtX1Xr4Gx53mSeZuQ,NCT U,2678712,"['k-pop', 'k-pop boy group']",73
4zrB9WV6Z0iKKnGb1Pj0P2,AJ Rafael,124022,"['opm', 'viral pop']",58
0qlWcS66ohOIi0M8JZwPft,GFRIEND,1151827,"['k-pop', 'k-pop girl group']",69
1r4hJ1h58CWwUQe3MxPuau,Maluma,25537032,"['latin', 'reggaeton', 'reggaeton colombiano']",92
6YVMFz59CuY7ngCxTxjpxE,aespa,362217,"['k-pop', 'k-pop girl group']",68
20DZAfCuP1TKZl5KcY7z3Q,SLANDER,281471,"['dubstep', 'edm', 'electronic trap', 'pop dance']",76
2JyNzzFJh2wkkZo7ZjMSs2,JM Bales,7336,['opm'],53
50ifAXDdkDGG0RTON2If8K,Slapshock,126220,"['opm', 'pinoy metal', 'pinoy rock']",50
5t5FqBwTcgKTaWmfEbwQY9,ENHYPEN,991098,['k-pop boy group'],77
6iVo62B0bdTknRcrktCmak,KAI,401621,['k-pop'],65
7IlRNXHjoOCgEAWN5qYksg,Aya Nakamura,2737691,"['basshall', 'francoton']",79
7MmIC8lbUdmL6c05M63KF6,The Rossman Ensemble,89,[],20
2tIP7SsRs7vjIcLrU85W8J,The Kid LAROI,1772569,['australian hip hop'],90
6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,6619357,"['dance pop', 'pop', 'urban contemporary']",82
4QQgXkCYTt3BlENzhyNETg,"Earth, Wind & Fire",2885666,"['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']",78
0bBz5bRBkExaej2HxtVfCw,347aidan,191312,['sad rap'],73
05YVYeV4HxYp5rrWalvuE1,"Grover Washington, Jr.",204973,['jazz funk'],72
1McMsnEElThX1knmY4oliG,Olivia Rodrigo,1986336,"['pop', 'post-teen pop']",91
0ZUvK7zGdXLd78mQr3t1Tw,Ricky Montgomery,630344,"['alt z', 'indie pop', 'la indie', 'pop']",77
1HkpK55jsORzgtOURbOeQH,1096 Gang,7338,"['pinoy hip hop', 'tagalog rap']",52
4fxd5Ee7UefO4CUXgwJ7IP,Giveon,1084323,"['pop', 'r&b']",92
0TnOYISbd1XYRBk9myaseg,Pitbull,8418341,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",88
1IQ4CjwKkdARjL5KtYiMt4,Ez Mil,51653,"['pinoy hip hop', 'pinoy trap', 'tagalog rap']",52
1NIQyQhhLxI07lSrY00HVB,Je,5263,"['pinoy hip hop', 'tagalog rap']",58
5WHKBKrvTBMPoQX3v3Bq8J,Leah Nobel,13506,['nashville singer-songwriter'],62
2joIhhX3Feq47H4QXVDOr3,RINI,315105,"['alternative r&b', 'australian r&b', 'bedroom soul', 'chill r&b', 'pop']",66
2d3VHzlOEwXvmBdS4pzOPL,LeAnn Rimes,921219,"['country', 'country dawn', 'dance pop', 'pop rock']",67
3Z02hBLubJxuFJfhacLSDc,Bryan Adams,2111689,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",80
6gezkje7GoJlQbHBgLXHuu,Destiny Rogers,83866,[],67
6cK3NBO6uP7hh0oyuVELFl,Saweetie,1142004,"['cali rap', 'dance pop', 'pop', 'pop rap', 'post-teen pop', 'trap queen']",84
6jGMq4yGs7aQzuGsMgVgZR,Lil Tjay,3085691,"['brooklyn drill', 'melodic rap', 'nyc rap']",91
1U1el3k54VvEUzo3ybLPlM,Kali Uchis,1787354,"['colombian pop', 'pop']",88
4RA4PC3WHM9OHZLExirTcU,APO Hiking Society,353672,"['classic opm', 'opm']",60
1uU7g3DNSbsu0QjSEqZtEd,Masked Wolf,233558,['australian hip hop'],86
7yaaxrkMOWJZXpIYHkppDH,Angela Ken,9420,['opm'],61
1tM4ox3QsSpl3R2VwLjJ47,Larissa Lambert,12427,['chill r&b'],66
3eVa5w3URK5duf6eyVDbu9,ROSÉ,731391,[],78
6l880dxsvN2x5wiceaG6D0,Rico Blanco,310273,"['opm', 'pinoy indie', 'pinoy rock', 'pop rock']",57
2vnB6tuQMaQpORiRdvXF9H,Beach Bunny,535571,"['bubblegrunge', 'chicago indie', 'indie pop', 'pop']",78
3klZnJvYGIbWritVwQD434,Duncan Laurence,207423,['dutch pop'],81
1WgXqy2Dd70QQOU7Ay074N,AURORA,1450529,"['art pop', 'norwegian pop']",83
0FRUZvZNPzM3YJMABJxf2K,WENDY,457937,"['k-pop', 'korean pop']",68
67IN4cLJ7798gUapyZlmac,Zack Tabudlo,74830,"['acoustic opm', 'opm']",72
6AgTAQt8XS6jRWi4sX7w49,Polo G,3983052,['chicago rap'],93
73B9bjqS2Z5KLXNGqXf64m,Weeekly,147255,['k-pop'],72
3pc0bOVB5whxmD50W79wwO,keshi,857145,"['chill r&b', 'pop']",77
3ZSbXArE6mxOleJnsumK4u,eAeon,30133,"['k-indie', 'korean electropop']",64
3aQeKQSyrW4qWr35idm0cy,T-Pain,3256761,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",83
1mCY2mHctggfYiEqpCgcSz,Bonnie Bailey,5004,[],49
1gBUSTR3TyDdTVFIaQnc02,NCT DREAM,3131100,"['k-pop', 'k-pop boy group']",79
4qXC0i02bSFstECuXP2ZpL,Blxst,125908,[],75
1DlYnIiliftt6R21Y5NOW2,Adie,7070,"['opm', 'pinoy indie']",51
26cMerAxjx9GedFt0lMDjm,Bella Poarch,106877,[],72
2WgfkM8S11vg4kxLgDY3F5,StarBoi3,7393,[],73
3Dr5ezvDdYsycy1gfaZWSL,raven,7319,[],50
0UntV1Bw2hk3fbRrm9eMP6,B.I,168707,[],61
