track_id,track_name,album_id,streams,position,danceability,energy,valence,tempo,liveness
2,2,2,40039,176.5,0.55,0.5834207764952781,0.46828752642706123,0.69782424100715,0.1076593465452598
130,130,130,2818557,161.15384615384616,0.8840000000000002,0.336831059811123,0.36363636363636453,0.13810162566607995,0.07027316550615956
359,359,359,9104885,120.74651810584959,0.8530000000000041,0.45120671563483883,0.5063424947145918,0.40455826431534014,0.11087305838243126
8,8,8,157320,188.875,0.576,0.4260230849947534,0.2843551797040169,0.17502061310131808,0.1472951258703803
69,69,69,1517209,130.07246376811594,0.6169999999999998,0.6474291710388249,0.19978858350951392,0.3280436628558062,0.07648634172469208
11,11,11,210379,191.8181818181818,0.7969999999999999,0.8593913955928646,0.5158562367864692,0.7234275587934874,0.0701660417782539
5,5,5,155225,114.4,0.5196,0.4984260230849948,0.24059196617336154,0.4036045238065936,0.10144617032672738
153,153,153,10445342,44.61437908496732,0.6727908496732031,0.6432799072759564,0.6780113031823005,0.4393903235414365,0.16354572537817152
65,65,65,1462499,138.5076923076923,0.737,0.7387198321091285,0.42706131078224174,0.36528261484881624,0.059453668987680786
30,30,30,488435,186.53333333333333,0.72,0.8520461699895067,0.9355179704016907,0.24276080188040708,0.19978575254418848
1,1,1,28796,137.0,0.174,0.15844700944386148,0.15961945031712474,0.8517148869663669,0.3379753615425817
175,175,175,3440837,174.08,0.49399999999999983,0.5844700944386149,0.4059196617336147,0.18122915615500987,0.06245313336904152
341,341,341,7022589,145.49853372434018,0.61190615835777,0.5129133804962284,0.4353115138288703,0.5340917256032173,0.12854753104938882
1,1,1,25399,157.0,0.654,0.7838405036726129,0.9936575052854121,0.4937053126422919,0.39260846277450456
3,3,3,99927,105.0,0.536,0.5508919202518364,0.1511627906976744,0.24236084618319198,0.34868773433315475
16,16,16,336026,168.625,0.8650000000000001,0.632738719832109,0.4238900634249471,0.3903383009881981,0.19121585431173005
302,302,302,7708649,133.6456953642384,0.6648774834437046,0.8152818217827276,0.4309256121977512,0.3542740940606149,0.17298353770790784
352,352,352,25572136,69.35227272727273,0.38757954545454143,0.6109892206429447,0.22193926580818732,0.6376739108059611,0.06213176218532402
3,3,3,49475,187.66666666666666,0.5,0.2801678908709339,0.3572938689217759,0.5741333267699578,0.17836100696304233
26,26,26,427065,185.76923076923077,0.6105384615384615,0.4440229235612235,0.14132379248658322,0.39833386502986173,0.08866548555889744
1,1,1,34245,113.0,0.692,0.40293809024134314,0.22832980972515854,0.5132293038309602,0.09587573647562937
65,65,65,2446086,66.84615384615384,0.7879999999999989,0.42497376705141604,0.45348837209302323,0.4271772972839933,0.07723620782003228
1,1,1,29942,149.0,0.621,0.5634837355718785,0.16913319238900634,0.2794521222264611,0.13336904124263524
160,160,160,4319954,115.84375,0.9448812499999963,0.38260755508919153,0.7481368921775925,0.41524911855917407,0.12580342795929295
362,362,362,26058512,36.58011049723757,0.8225552486187848,0.5455902558364694,0.8774047165734176,0.42749454221101507,0.13182136970410732
8,8,8,243722,118.5,0.24,0.6012591815320043,0.7864693446088794,0.9171722516890437,0.10230316014997322
312,312,312,6194607,169.7596153846154,0.4520288461538449,0.4732356660478409,0.1483439041578584,0.5355887797517337,0.3627806847678312
4,4,4,78575,184.0,0.775,0.6862539349422877,0.6205073995771669,0.6979903764506086,0.04981253347616499
109,109,109,2244006,173.13761467889907,0.7359999999999999,0.6852046169989507,0.5253699788583505,0.648580464933117,0.2308516336368502
87,87,87,1484592,182.1264367816092,0.2899999999999994,0.24763903462749223,0.07177589852008465,0.560097958379996,0.14301017675415115
1,1,1,19459,196.0,0.543,0.5414480587618049,0.3657505285412262,0.36756543890522897,0.0905195500803428
932,932,932,32461848,125.37339055793991,0.4946931330472157,0.5406182869546874,0.3892921630719841,0.33673016846942316,0.14841808597943415
5,5,5,96994,186.0,0.775,0.6002098635886675,0.5338266384778012,0.42762647829778855,0.14408141403320837
11,11,11,182046,188.8181818181818,0.5709999999999998,0.2959076600209864,0.08033826638477802,0.1916587701054653,0.1676486341724692
225,225,225,14118987,47.04,0.6538800000000008,0.7466526757607527,0.2564622973925307,0.3814363947378128,0.038975897161221164
176,176,176,4938490,119.78977272727273,0.6423125000000007,0.7647977678145573,0.5470401691331941,0.4357614513189585,0.2527511321030334
80,80,80,2150264,127.8875,0.7860000000000009,0.8688352570828975,0.4418604651162787,0.44587061125536864,0.05827530798071774
317,317,317,10380935,117.64668769716089,0.625085173501579,0.7838934660924637,0.6223614621751207,0.4907544917227909,0.16666525862607895
23,23,23,429127,187.65217391304347,0.7513478260869566,0.8063780281947169,0.7015350675613569,0.28118463934697246,0.11757993526000794
33,33,33,535134,171.78787878787878,0.6090000000000002,0.5152151101783846,0.6109936575052852,0.7226584132219204,0.2276379217996787
1,1,1,30063,131.0,0.565,0.5624344176285416,0.1543340380549683,0.261675629776394,0.10551687198714516
1,1,1,24223,165.0,0.599,0.6474291710388249,0.3350951374207188,0.3866648617383921,0.08323513658275308
506,506,506,23983876,81.02371541501977,0.5581264822134405,0.7389769772177823,0.41306228012267315,0.6125094954516938,0.18556327815544055
14,14,14,304852,157.85714285714286,0.4813571428571427,0.2968820266826563,0.2882814859559045,0.491391283251262,0.1367357869768154
1,1,1,36900,125.0,0.755,0.7513116474291711,0.3107822410147992,0.4027123149435755,0.129084092126406
21,21,21,343419,184.04761904761904,0.545,0.6547743966421825,0.2801268498942918,0.2862882880665527,0.07273701124799145
28,28,28,462519,182.85714285714286,0.7800000000000001,0.5771248688352574,0.25475687103594075,0.17801105108357232,0.11515800749866092
2,2,2,57482,135.5,0.648,0.21301154249737672,0.49788583509513745,0.4488979682250581,0.08227102303160151
34,34,34,675598,180.94117647058823,0.8350000000000005,0.6946484784889825,0.8414376321353066,0.2552763386209528,0.1183717193358329
2,2,2,41075,154.0,0.76,0.5645330535152151,0.3456659619450317,0.2858206475590396,0.07423674343867168
2,2,2,79563,83.0,0.741,0.33053515215110185,0.8520084566596193,0.41247123395562335,0.07927155865024105
21,21,21,383249,170.9047619047619,0.5700476190476191,0.5002248538450006,0.17658310681566508,0.546290257079216,0.08342897951896343
331,331,331,7084454,155.36555891238672,0.5800000000000032,0.43546694648478274,0.3086680761099379,0.21183499673882328,0.04370648098553799
3,3,3,99593,110.0,0.703,0.40083945435466944,0.8636363636363636,0.5383096026286318,0.45902517407605786
3,3,3,93074,110.33333333333333,0.665,0.8593913955928647,0.6691331923890064,0.5814802052695702,0.21799678628816285
1447,1447,1447,112082581,77.89288182446441,0.7110290255701303,0.659955721248369,0.6126271311498166,0.5368449793659763,0.1075688799277743
100,100,100,2128261,150.65,0.5579999999999999,0.5257082896117515,0.1797040169133194,0.4438708327692927,0.11194429566148921
67,67,67,1413050,167.044776119403,0.5270000000000004,0.9254984260230842,0.6680761099365757,0.2537626601361077,0.0833422603106587
13,13,13,351031,121.6923076923077,0.47400000000000014,0.521511017838405,0.4397463002114164,0.6439471320099929,0.1087305838243171
256,256,256,5389698,159.24609375,0.4081679687499994,0.557142740031482,0.3299418604651147,0.6477062588836299,0.07975236006963081
13,13,13,210753,162.84615384615384,0.6079999999999999,0.1563483735571878,0.17019027484143762,0.36674706801708107,0.06855918585966793
642,642,642,28944450,90.50778816199377,0.7655218068535719,0.819366944196549,0.6278361752715147,0.3324748614474108,0.1681353630109447
388,388,388,33266688,59.16237113402062,0.623662371134022,0.5614256661005409,0.428393561605021,0.32395953158812707,0.11220271785045795
136,136,136,4161438,106.84558823529412,0.9279705882352957,0.7228643293623853,0.4307626538987703,0.4499206151282435,0.348388418034595
2,2,2,60317,118.5,0.723,0.6547743966421827,0.5443974630021141,0.3287205109587862,0.370112479914301
117,117,117,3415391,116.77777777777777,0.5900000000000017,0.8877229800629604,0.2875264270613113,0.5069223101441058,0.05613283342260303
112,112,112,4543170,77.52678571428571,0.39022321428571466,0.5115987108379565,0.4094495620658399,0.3941076087396019,0.09636066263677422
40,40,40,700084,171.7,0.6483250000000002,0.7975341028331582,0.7930761099365745,0.5011575640852088,0.1077209426888057
