track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id_x,playlist_name_x,playlist_id_y,playlist_name_y,duration_mins,genre
1ZMiCix7XSAbfAJlEZWMCp,Falling,6KImCVD70vtIoJWnq6nGn3,Harry Styles,7xV2TzoaVc0ycW7fwBwAml,240133,2019-12-13,85,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,1ZMiCix7XSAbfAJlEZWMCp,1ZMiCix7XSAbfAJlEZWMCp,3WvcD9vDDwe2KNBAWEJV95,Post-teen pop,4.0022166666666665,post-teen pop
1ZMiCix7XSAbfAJlEZWMCp,Falling,6KImCVD70vtIoJWnq6nGn3,Harry Styles,7xV2TzoaVc0ycW7fwBwAml,240133,2019-12-13,85,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,1ZMiCix7XSAbfAJlEZWMCp,1ZMiCix7XSAbfAJlEZWMCp,6KJMqtyLSLuooDKFJnCiiz,post-teen pop,4.0022166666666665,post-teen pop
1ZMiCix7XSAbfAJlEZWMCp,Falling,6KImCVD70vtIoJWnq6nGn3,Harry Styles,7xV2TzoaVc0ycW7fwBwAml,240133,2019-12-13,85,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,1ZMiCix7XSAbfAJlEZWMCp,1ZMiCix7XSAbfAJlEZWMCp,0xiMB1M6laAUfHUiBb6ebn,post-teen pop ,4.0022166666666665,post-teen pop
1ZMiCix7XSAbfAJlEZWMCp,Falling,6KImCVD70vtIoJWnq6nGn3,Harry Styles,7xV2TzoaVc0ycW7fwBwAml,240133,2019-12-13,85,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,1ZMiCix7XSAbfAJlEZWMCp,1ZMiCix7XSAbfAJlEZWMCp,0F8apkuk3ZTmLp5j1B41kG,Post-Teen Pop For You,4.0022166666666665,post-teen pop
1ZMiCix7XSAbfAJlEZWMCp,Falling,6KImCVD70vtIoJWnq6nGn3,Harry Styles,7xV2TzoaVc0ycW7fwBwAml,240133,2019-12-13,85,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,1ZMiCix7XSAbfAJlEZWMCp,1ZMiCix7XSAbfAJlEZWMCp,57w4k6ud3gaUsunT8N2aZO,"""post-teen pop""",4.0022166666666665,post-teen pop
6O20JhBJPePEkBdrB5sqRx,Diamonds,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,5pLlGJrxuQO3jMoQe1XxZY,225146,2012-12-11,76,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,6O20JhBJPePEkBdrB5sqRx,6O20JhBJPePEkBdrB5sqRx,3WvcD9vDDwe2KNBAWEJV95,Post-teen pop,3.7524333333333333,post-teen pop
2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,5IH6FPUwQTxPSXurCrcIov,Alec Benjamin,6jKZplJpy21R5lHaYHHjmZ,169353,2018-11-16,83,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,2qxmye6gAegTMjLKEBoR3d,2qxmye6gAegTMjLKEBoR3d,3WvcD9vDDwe2KNBAWEJV95,Post-teen pop,2.82255,post-teen pop
2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,5IH6FPUwQTxPSXurCrcIov,Alec Benjamin,6jKZplJpy21R5lHaYHHjmZ,169353,2018-11-16,83,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,2qxmye6gAegTMjLKEBoR3d,2qxmye6gAegTMjLKEBoR3d,6KJMqtyLSLuooDKFJnCiiz,post-teen pop,2.82255,post-teen pop
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,2sBB17RXTamvj7Ncps15AK,200185,2018-04-19,88,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,0u2P5u6lvoDfwTYjAADbn4,0u2P5u6lvoDfwTYjAADbn4,3WvcD9vDDwe2KNBAWEJV95,Post-teen pop,3.3364166666666666,post-teen pop
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,2sBB17RXTamvj7Ncps15AK,200185,2018-04-19,88,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,0u2P5u6lvoDfwTYjAADbn4,0u2P5u6lvoDfwTYjAADbn4,6KJMqtyLSLuooDKFJnCiiz,post-teen pop,3.3364166666666666,post-teen pop
2bT1PH7Cw3J9p3t7nlXCdh,If I Can't Have You,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,0xzScN8P3hQAz3BT3YYX5w,191466,2019-06-19,73,0.691,0.823,2,-4.197,1,0.0623,0.487,0.0,0.134,0.87,123.935,2bT1PH7Cw3J9p3t7nlXCdh,2bT1PH7Cw3J9p3t7nlXCdh,3WvcD9vDDwe2KNBAWEJV95,Post-teen pop,3.1911,post-teen pop
4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,5mUdh6YWnUvf0MfklEk1oi,228482,2020-05-08,85,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,4HBZA5flZLE435QTztThqH,4HBZA5flZLE435QTztThqH,3WvcD9vDDwe2KNBAWEJV95,Post-teen pop,3.8080333333333334,post-teen pop
4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,5mUdh6YWnUvf0MfklEk1oi,228482,2020-05-08,85,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,4HBZA5flZLE435QTztThqH,4HBZA5flZLE435QTztThqH,0xiMB1M6laAUfHUiBb6ebn,post-teen pop ,3.8080333333333334,post-teen pop
2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",7z5WFjZAIYejWy0NI5lv4T,Dan + Shay,4ow6xJwn49gpWz7iHpOzWY,167693,2019-10-04,84,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,2wrJq5XKLnmhRXHIAf9xBa,2wrJq5XKLnmhRXHIAf9xBa,3WvcD9vDDwe2KNBAWEJV95,Post-teen pop,2.7948833333333334,post-teen pop
2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",7z5WFjZAIYejWy0NI5lv4T,Dan + Shay,4ow6xJwn49gpWz7iHpOzWY,167693,2019-10-04,84,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,2wrJq5XKLnmhRXHIAf9xBa,2wrJq5XKLnmhRXHIAf9xBa,74962idCjiGug4VcWVU4E8,Post-teen pop,2.7948833333333334,post-teen pop
2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",7z5WFjZAIYejWy0NI5lv4T,Dan + Shay,4ow6xJwn49gpWz7iHpOzWY,167693,2019-10-04,84,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,2wrJq5XKLnmhRXHIAf9xBa,2wrJq5XKLnmhRXHIAf9xBa,0LRjb7qEVZLlT9JztjSLa3,Post-teen pop,2.7948833333333334,post-teen pop
2ez6qvOTHKeI3ss80NGqnI,Trampoline (with ZAYN),3KwmxIhSe9UTSEF37kwngR,SHAED,5wg6T8bCVnRk3ToKy0yXG5,184280,2019-12-27,68,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,2ez6qvOTHKeI3ss80NGqnI,2ez6qvOTHKeI3ss80NGqnI,3WvcD9vDDwe2KNBAWEJV95,Post-teen pop,3.0713333333333335,post-teen pop
2ez6qvOTHKeI3ss80NGqnI,Trampoline (with ZAYN),3KwmxIhSe9UTSEF37kwngR,SHAED,5wg6T8bCVnRk3ToKy0yXG5,184280,2019-12-27,68,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,2ez6qvOTHKeI3ss80NGqnI,2ez6qvOTHKeI3ss80NGqnI,0iXeo8JpP1y8hpGQOK4bJv,Post-Teen Pop,3.0713333333333335,post-teen pop
