artist_id,artist_name,total_followers,genres,popularity
5lpH0xAS4fVfLkACg9DAuM,Wham!,1566108,"['disco', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",72
1GlMjIezcLwV3OFlX0uXOv,Lea Salonga,139831,"['hollywood', 'movie tunes', 'show tunes', 'tagalog worship']",65
4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,3355856,['opm'],74
0LyfQWJT6nXafLPZqxe9Of,Various Artists,1175894,[],0
1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,7701745,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",84
3Y7RZ31TRPVadSFVy1o8os,H.E.R.,3835515,"['alternative r&b', 'dance pop', 'pop', 'r&b']",84
26dSoYclwsYLMAKD3tpOr4,Britney Spears,9061699,"['dance pop', 'pop', 'post-teen pop']",86
0GnuCXvnvVtX5DShryuyp9,Aiza Seguerra,422365,['opm'],55
0RHiqaoRCsFLPeEuj3OQz4,Gary Valenciano,682087,"['classic opm', 'opm', 'papuri', 'pinoy praise']",60
2H4bbbOohoe9zhqEsiRi7j,ABS-CBN Music All Star,4994,['opm'],35
4cPHsZM98sKzmV26wlwD2W,Brenda Lee,212094,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rockabilly', 'vocal jazz']",58
2iE18Oxc8YSumAU232n4rW,The Jackson 5,1126763,"['adult standards', 'motown', 'soul']",72
38EmEgXkgK51MT2tPY0EoC,Bobby Helms,20406,['adult standards'],47
6sFIWsNpZYqfjUpaCgueju,Carly Rae Jepsen,4588513,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']",77
6ZjFtWeHP9XN7FeKSUe80S,Bing Crosby,350853,"['adult standards', 'easy listening', 'lounge']",59
11W91yRxIo7Mw75LClgrGx,Lyca Gairanod,20721,[],19
2aiQfmxcWSx7RrqSVbhiFX,Maria Aragon,861,[],14
7vjoSmk5jVvRXNiKIDMox1,Alisah Bonaobra,1569,[],28
0YaTdozvKSQ2UkOTTONmSJ,Rachelle Ann Go,373035,['opm'],53
6jtan6NPL80JFme8IkFiy7,Janice Javier,2216,[],27
7v4imS0moSyGdXyLgVTIV7,Nat King Cole,1581079,"['adult standards', 'lounge', 'vocal jazz']",71
1AwO9pWEBSBoWdEZu28XDC,Eartha Kitt,123949,"['adult standards', 'lounge', 'torch song', 'vocal jazz']",52
5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,1956086,"['adult standards', 'jazz blues', 'swing', 'vocal jazz']",74
4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,4669789,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'urban contemporary']",79
5EUahD2aecNM2phblhyVFi,Bamboo,6208,[],30
26AHtbjWKiwYzsoGoUZq53,Pentatonix,3035789,['a cappella'],72
0SG7a26LiFGt8E0olaIOpx,Acapellago,2545,[],13
7AKHnZVqwXYuUwWJ8UGL5q,Girls' Generation-TTS,496142,"['k-pop', 'k-pop girl group']",45
0SCbttzoZTnLFebDYmAWCm,Glee Cast,1380485,"['glee club', 'hollywood', 'post-teen pop']",80
65kpH75MFCBJhLy7qvVl6A,Aegis,158469,"['classic opm', 'opm']",53
3wNylAjJX1PiCpMKx8Lrfp,Regine Velasquez,1102030,"['classic opm', 'dance pop', 'opm']",63
35S20clEkkSNUo23ViaslZ,Band Aid,19868,['musical advocacy'],42
4w9rFB4pUAUO3OloDQ6wn7,Jamie Rivera,104371,"['classic opm', 'opm', 'papuri', 'pinoy praise']",52
1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,4761110,"['adult standards', 'easy listening', 'lounge']",81
2jnIB6XdLvnJUeNTy5A0J2,Why Don't We,2763087,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'teen pop']",78
0u4G1K1CSzcp5PZ6G6FIGu,Darren Espanto,387090,['opm'],51
3qZNpgS5OAdktfruSjjLeY,Benni Sparks,458,[],21
6Paz0vXJJ9bCPf0fEm3qzg,Dagny,111863,"['electropop', 'norwegian indie', 'norwegian pop', 'tropical house']",66
0XNvr6bnNywV946ZKaJtr0,Joakim Lundell,128781,['swedish pop'],52
0lslA51eKXwTUY0TSX9Emy,Marion Aunor,30127,['opm'],47
5Xcbv83o11Ez2XPHa1n8Pf,AmPm,36605,['japanese dance pop'],52
62Jfwxon19ZOT9eSL6bvtY,Sweater Beats,42086,"['gauze pop', 'vapor twitch']",49
2TX325jFbZFpe2OGZNo4Lx,Markus,2445,['pinoy singer-songwriter'],37
3koiLjNrgRTNbOwViDipeA,Marvin Gaye,4020693,"['classic soul', 'funk', 'indie r&b', 'motown', 'northern soul', 'quiet storm', 'soul']",79
3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,18479257,"['pop', 'r&b', 'soul']",86
5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,2563077,"['dance pop', 'modern rock', 'pop', 'pop rap', 'seattle hip hop']",79
2JLqTvFXmC87BksiCsBezV,Matt Terry,121677,['talent show'],49
1EUmQM6xgUQLUkJVcvSdey,Orange & Lemons,507967,"['opm', 'pinoy indie', 'pinoy rock', 'pop rock']",57
3xbpJdoJDLAfYn3ZeLlukg,Bosx1ne,126412,"['pinoy hip hop', 'pinoy r&b', 'tagalog rap']",55
2U5mF0PZqGu6glnz55yY0y,John Roa,844970,['opm'],67
6U1dBXJhC8gXFjamvFTmHg,Zac Efron,714796,"['dance pop', 'hollywood', 'pop', 'post-teen pop', 'show tunes']",76
0touaoSr4QOLYxBJ9lmGgK,Karencitta,135132,"['pinoy edm', 'pinoy r&b', 'pinoy trap', 'vispop']",46
7HV2RI2qNug4EcQqLbCAKS,Keala Settle,138859,"['broadway', 'hollywood', 'show tunes']",73
7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,2452863,"['irish rock', 'pop rock']",77
17Do37U0HEbxu1tOrKH8dL,Nadine Lustre,196776,"['opm', 'pinoy r&b']",52
6ogIjp0fsbUxlqy9q2rvrT,Shanti Dope,1036517,"['opm', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap', 'tagalog rap']",58
4WN5naL3ofxrVBgFpguzKo,Rudimental,1271754,"['dance pop', 'edm', 'house', 'liquid funk', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",78
3mPc8WGusz2XF3Tvs3AKCR,Carlie Hanson,281075,"['alt z', 'dance pop', 'electropop', 'indie cafe pop', 'indie electropop', 'indie poptimism', 'pop', 'post-teen pop', 'social media pop']",59
4GvEc3ANtPPjt1ZJllr5Zl,Bazzi,4255336,"['dance pop', 'electropop', 'pop', 'post-teen pop']",81
0LyOADBjj28cbvJWTXUEGA,Loren Allred,85345,"['deep talent show', 'hollywood', 'movie tunes']",66
2cQr2KbzdRtIFlfbHGnNsL,Ziv Zaifman,8989,['show tunes'],63
5F1aoppMtU3OMiltO8ymJ2,Hugh Jackman,555232,"['hollywood', 'show tunes']",75
4k9wp4ipHdA1bu1T4x1ZTG,IV Of Spades,1549031,"['opm', 'pinoy indie', 'pinoy trap']",63
2LAqcqAQ8KPTsl1HBgBrqM,Michelle Williams,8288,['hollywood'],66
6Y20PijIkUoCtuvtkz37dO,Austyn Johnson,3623,['show tunes'],54
0vqJkZ0RpLZixt3lTmD8vP,Whethan,221870,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house', 'vapor soul', 'vapor twitch']",71
6k0IBR0lU42s2GYpNX7kA9,Brian McKnight,1042018,"['dance pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",66
3NRFinRTEqUCfaTTZmk8ek,Savage Garden,852680,"['australian pop', 'boy band', 'dance pop', 'europop', 'pop rock']",70
4am1I89OWXUzFh4ctRLkdd,Elliott Yamin,95613,[],53
